review_id,product_id,customer_id,rating,review_text,review_date
REV24156,PROD105,CUST1616,3,very good,2023-09-30
REV24157,PROD113,CUST1590,2,very bad,2025-07-30
REV24158,PROD102,CUST5308,2,good,2022-12-09
REV24159,PROD108,CUST1282,2,bad,2022-12-27
REV24160,PROD113,CUST4884,5,bad,2025-08-05
REV24161,PROD108,CUST1695,4,very bad,2024-05-01
REV24162,PROD102,CUST5356,1,good,2023-04-05
REV24163,PROD114,CUST1311,3,average,2023-08-26
REV24164,PROD113,CUST3005,3,average,2023-12-02
REV24165,PROD105,CUST5805,3,bad,2025-02-26
REV24166,PROD110,CUST2068,3,average,2024-02-02
REV24167,PROD105,CUST3632,4,good,2023-07-16
REV24168,PROD109,CUST1737,4,good,2022-11-26
REV24169,PROD106,CUST5032,4,good,2023-02-10
REV24170,PROD105,CUST4054,1,good,2024-10-24
REV24171,PROD109,CUST4923,1,bad,2023-09-29
REV24172,PROD111,CUST2920,2,very bad,2023-09-15
REV24173,PROD103,CUST5388,3,good,2024-02-21
REV24174,PROD103,CUST4202,5,very bad,2025-08-23
REV24175,PROD109,CUST2795,1,very bad,2023-07-22
REV24176,PROD104,CUST2526,2,average,2023-11-22
REV24177,PROD105,CUST3786,3,average,2023-08-09
REV24178,PROD105,CUST4253,2,good,2023-04-25
REV24179,PROD107,CUST3904,2,very bad,2022-10-05
REV24180,PROD107,CUST4234,3,good,2025-04-15
REV24181,PROD110,CUST2066,2,bad,2024-05-09
REV24182,PROD113,CUST4006,4,bad,2022-12-09
REV24183,PROD108,CUST5965,2,average,2024-11-17
REV24184,PROD102,CUST1404,3,good,2024-04-26
REV24185,PROD112,CUST4678,4,very bad,2024-07-13
REV24186,PROD102,CUST5268,1,average,2024-04-12
REV24187,PROD108,CUST5156,4,good,2022-10-09
REV24188,PROD108,CUST3701,1,average,2024-09-04
REV24189,PROD111,CUST1767,3,bad,2023-10-18
REV24190,PROD105,CUST1806,3,good,2023-12-20
REV24191,PROD105,CUST1151,3,very good,2025-08-10
REV24192,PROD108,CUST4181,3,bad,2022-10-14
REV24193,PROD102,CUST2716,2,very bad,2023-05-07
REV24194,PROD110,CUST5766,1,good,2023-01-30
REV24195,PROD103,CUST1817,2,good,2022-09-14
REV24196,PROD109,CUST4578,3,very good,2023-01-21
REV24197,PROD113,CUST4386,1,very bad,2023-02-05
REV24198,PROD114,CUST5990,3,very bad,2025-03-18
REV24199,PROD103,CUST5974,5,bad,2025-01-01
REV24200,PROD101,CUST4544,1,good,2022-12-29
REV24201,PROD109,CUST2232,3,very good,2024-07-12
REV24202,PROD101,CUST4645,2,average,2024-08-12
REV24203,PROD100,CUST2824,4,very good,2022-11-14
REV24204,PROD110,CUST5710,4,good,2025-05-18
REV24205,PROD108,CUST5113,3,very good,2023-06-22
REV24206,PROD110,CUST1586,3,good,2023-03-04
REV24207,PROD110,CUST4429,5,very bad,2022-09-15
REV24208,PROD101,CUST1259,5,bad,2023-08-23
REV24209,PROD114,CUST3909,1,very good,2025-02-11
REV24210,PROD110,CUST4142,1,very good,2023-02-16
REV24211,PROD108,CUST1782,1,good,2025-01-23
REV24212,PROD110,CUST4861,1,average,2024-11-26
REV24213,PROD111,CUST1541,2,good,2025-07-05
REV24214,PROD112,CUST1871,2,good,2024-08-08
REV24215,PROD105,CUST4228,2,good,2023-08-12
REV24216,PROD111,CUST4752,1,average,2024-10-20
REV24217,PROD112,CUST3714,3,bad,2022-10-09
REV24218,PROD113,CUST3893,5,bad,2024-06-08
REV24219,PROD100,CUST3346,1,very bad,2025-02-26
REV24220,PROD108,CUST4794,3,good,2023-10-20
REV24221,PROD105,CUST1849,3,very good,2023-07-23
REV24222,PROD110,CUST2491,3,good,2025-03-15
REV24223,PROD104,CUST1973,5,very good,2024-06-20
REV24224,PROD114,CUST1280,5,very bad,2024-07-28
REV24225,PROD109,CUST1193,2,good,2024-12-30
REV24226,PROD107,CUST3049,4,average,2023-07-02
REV24227,PROD102,CUST1116,4,very bad,2023-06-14
REV24228,PROD103,CUST5813,3,average,2023-12-31
REV24229,PROD111,CUST1371,5,very bad,2023-12-07
REV24230,PROD101,CUST2866,4,very good,2023-06-12
REV24231,PROD103,CUST3777,4,very bad,2025-05-03
REV24232,PROD107,CUST4096,1,very bad,2025-08-15
REV24233,PROD105,CUST4107,1,average,2023-09-03
REV24234,PROD105,CUST1645,1,good,2024-04-26
REV24235,PROD109,CUST2186,3,average,2023-09-26
REV24236,PROD104,CUST5647,2,good,2023-06-22
REV24237,PROD112,CUST2798,2,very bad,2022-12-28
REV24238,PROD114,CUST1611,5,good,2024-08-08
REV24239,PROD109,CUST3940,2,bad,2022-12-25
REV24240,PROD107,CUST5041,1,good,2024-03-21
REV24241,PROD103,CUST4401,1,very bad,2023-02-26
REV24242,PROD109,CUST2990,4,good,2022-11-18
REV24243,PROD106,CUST1471,5,bad,2024-02-19
REV24244,PROD111,CUST4483,4,average,2024-07-11
REV24245,PROD101,CUST3640,4,very good,2024-04-04
REV24246,PROD114,CUST2409,5,average,2022-12-12
REV24247,PROD106,CUST3416,1,bad,2025-02-20
REV24248,PROD109,CUST4344,1,very good,2023-06-07
REV24249,PROD113,CUST2868,1,bad,2023-06-08
REV24250,PROD106,CUST2146,3,very good,2025-05-04
REV24251,PROD102,CUST3854,3,very bad,2023-02-21
REV24252,PROD113,CUST4092,2,average,2025-01-15
REV24253,PROD102,CUST1840,2,average,2024-01-24
REV24254,PROD109,CUST5004,3,very good,2025-08-08
REV24255,PROD106,CUST3649,1,very good,2024-11-22
REV24256,PROD106,CUST5490,5,good,2025-08-14
REV24257,PROD101,CUST1914,2,good,2024-02-29
REV24258,PROD101,CUST3226,5,very good,2022-10-25
REV24259,PROD114,CUST3210,1,good,2024-02-26
REV24260,PROD105,CUST4361,3,good,2023-10-27
REV24261,PROD105,CUST2306,4,good,2024-03-23
REV24262,PROD108,CUST1046,4,very bad,2024-08-15
REV24263,PROD107,CUST5684,3,good,2025-08-21
REV24264,PROD114,CUST4666,1,bad,2024-06-24
REV24265,PROD106,CUST5662,1,good,2024-05-23
REV24266,PROD106,CUST4133,1,bad,2023-05-02
REV24267,PROD100,CUST3893,1,average,2024-08-31
REV24268,PROD109,CUST4563,5,very good,2024-10-08
REV24269,PROD113,CUST4399,1,very bad,2025-03-08
REV24270,PROD112,CUST5822,1,bad,2025-06-17
REV24271,PROD100,CUST2049,5,very bad,2023-02-03
REV24272,PROD114,CUST1632,3,bad,2022-09-18
REV24273,PROD114,CUST3710,5,good,2024-05-16
REV24274,PROD112,CUST5436,1,very bad,2025-03-14
REV24275,PROD100,CUST1646,5,very bad,2024-07-15
REV24276,PROD106,CUST1758,1,bad,2024-03-06
REV24277,PROD101,CUST3205,4,average,2023-07-07
REV24278,PROD112,CUST1667,5,very good,2023-04-04
REV24279,PROD105,CUST2647,5,very good,2023-09-16
REV24280,PROD103,CUST5500,5,very good,2024-10-30
REV24281,PROD107,CUST2792,2,very good,2024-05-20
REV24282,PROD101,CUST4589,5,good,2025-01-30
REV24283,PROD114,CUST2097,1,very bad,2022-09-13
REV24284,PROD108,CUST3051,1,very good,2024-05-03
REV24285,PROD106,CUST3473,5,very bad,2023-11-16
REV24286,PROD104,CUST4307,2,bad,2022-12-04
REV24287,PROD114,CUST2364,4,good,2024-02-29
REV24288,PROD114,CUST2163,5,very bad,2022-12-12
REV24289,PROD111,CUST1486,1,good,2022-11-29
REV24290,PROD104,CUST3436,2,good,2023-02-16
REV24291,PROD106,CUST5611,2,bad,2024-12-28
REV24292,PROD108,CUST3327,3,very bad,2025-07-24
REV24293,PROD101,CUST1341,2,very bad,2024-03-19
REV24294,PROD101,CUST1359,1,good,2025-07-04
REV24295,PROD106,CUST4237,4,bad,2023-05-09
REV24296,PROD108,CUST3191,1,average,2025-02-27
REV24297,PROD110,CUST4282,2,average,2023-04-09
REV24298,PROD103,CUST1003,2,good,2024-03-14
REV24299,PROD102,CUST3318,2,bad,2024-01-17
REV24300,PROD102,CUST4888,4,very good,2024-01-25
REV24301,PROD112,CUST1716,4,bad,2025-03-14
REV24302,PROD108,CUST5148,3,very bad,2023-07-18
REV24303,PROD103,CUST5886,1,good,2025-04-11
REV24304,PROD110,CUST1496,2,good,2024-04-11
REV24305,PROD112,CUST1178,3,very bad,2025-06-19
REV24306,PROD112,CUST4343,4,very bad,2025-03-03
REV24307,PROD100,CUST2594,2,good,2024-12-26
REV24308,PROD108,CUST1277,5,very bad,2024-12-27
REV24309,PROD102,CUST2810,5,average,2023-09-20
REV24310,PROD112,CUST1253,1,very bad,2023-06-25
REV24311,PROD114,CUST5992,1,average,2025-04-16
REV24312,PROD102,CUST1928,1,very bad,2024-02-19
REV24313,PROD105,CUST5521,3,very good,2023-04-04
REV24314,PROD110,CUST4448,4,very good,2023-02-26
REV24315,PROD102,CUST3640,2,bad,2024-09-25
REV24316,PROD101,CUST2243,5,good,2025-01-15
REV24317,PROD103,CUST2786,5,bad,2024-10-01
REV24318,PROD102,CUST1654,1,bad,2025-07-23
REV24319,PROD114,CUST3719,4,good,2024-12-16
REV24320,PROD107,CUST5467,2,bad,2024-12-06
REV24321,PROD114,CUST2379,5,average,2024-02-12
REV24322,PROD101,CUST2842,4,good,2023-08-16
REV24323,PROD105,CUST1244,5,very bad,2024-08-18
REV24324,PROD109,CUST4794,2,average,2024-02-23
REV24325,PROD106,CUST4914,4,good,2024-07-01
REV24326,PROD108,CUST5583,4,average,2025-03-30
REV24327,PROD114,CUST1426,3,average,2025-04-21
REV24328,PROD112,CUST1546,5,good,2022-10-15
REV24329,PROD111,CUST2578,1,very bad,2025-04-28
REV24330,PROD100,CUST2522,1,very bad,2023-06-11
REV24331,PROD109,CUST1344,4,average,2023-04-10
REV24332,PROD102,CUST5765,4,very bad,2023-12-09
REV24333,PROD114,CUST1814,5,bad,2023-11-30
REV24334,PROD106,CUST1160,3,very good,2025-03-03
REV24335,PROD111,CUST3652,1,very bad,2023-01-03
REV24336,PROD102,CUST4743,1,very bad,2022-12-16
REV24337,PROD100,CUST4206,1,very good,2024-03-08
REV24338,PROD111,CUST3684,2,very good,2023-04-28
REV24339,PROD108,CUST1044,5,very good,2024-08-08
REV24340,PROD114,CUST4968,3,good,2024-09-29
REV24341,PROD105,CUST5670,5,very bad,2022-09-28
REV24342,PROD110,CUST4286,2,very bad,2025-03-06
REV24343,PROD107,CUST2829,4,good,2024-12-16
REV24344,PROD105,CUST2145,5,average,2024-11-14
REV24345,PROD107,CUST2427,4,average,2023-06-27
REV24346,PROD105,CUST5544,5,bad,2023-02-21
REV24347,PROD104,CUST1032,3,very bad,2025-03-18
REV24348,PROD100,CUST5272,5,very bad,2025-03-05
REV24349,PROD103,CUST3738,1,good,2025-08-15
REV24350,PROD105,CUST2279,1,good,2024-02-01
REV24351,PROD106,CUST4092,3,very good,2024-11-28
REV24352,PROD113,CUST5636,4,bad,2024-02-26
REV24353,PROD108,CUST4926,3,very good,2023-07-10
REV24354,PROD103,CUST1513,4,very bad,2025-05-27
REV24355,PROD100,CUST3913,5,average,2023-11-05
REV24356,PROD100,CUST4469,1,average,2023-09-21
REV24357,PROD114,CUST2459,3,good,2025-06-13
REV24358,PROD102,CUST5512,2,very good,2023-05-02
REV24359,PROD102,CUST1744,1,good,2023-04-25
REV24360,PROD100,CUST4626,1,very good,2022-10-01
REV24361,PROD113,CUST5944,3,good,2024-03-09
REV24362,PROD111,CUST3788,3,bad,2024-07-06
REV24363,PROD105,CUST2501,5,very good,2023-07-24
REV24364,PROD105,CUST2816,2,very bad,2023-01-27
REV24365,PROD110,CUST2896,1,good,2024-11-08
REV24366,PROD102,CUST4491,4,very good,2023-06-20
REV24367,PROD103,CUST3985,5,bad,2023-08-13
REV24368,PROD109,CUST1722,5,good,2022-11-01
REV24369,PROD110,CUST3135,4,average,2023-04-13
REV24370,PROD104,CUST3550,2,very good,2024-07-14
REV24371,PROD110,CUST1969,5,very good,2024-02-10
REV24372,PROD112,CUST2178,3,very good,2024-07-05
REV24373,PROD108,CUST1373,1,good,2025-04-17
REV24374,PROD113,CUST1493,3,bad,2024-06-23
REV24375,PROD101,CUST2917,5,bad,2024-04-13
REV24376,PROD107,CUST3304,3,very good,2025-04-24
REV24377,PROD111,CUST4512,3,good,2022-10-12
REV24378,PROD107,CUST3772,5,average,2023-10-24
REV24379,PROD100,CUST4309,2,good,2023-02-17
REV24380,PROD104,CUST1619,5,bad,2025-04-13
REV24381,PROD101,CUST2180,1,average,2024-10-21
REV24382,PROD106,CUST4334,2,very good,2025-05-10
REV24383,PROD100,CUST3340,5,very bad,2023-11-14
REV24384,PROD112,CUST2318,5,very bad,2024-05-03
REV24385,PROD111,CUST5328,1,average,2024-09-29
REV24386,PROD108,CUST5476,3,average,2025-07-30
REV24387,PROD110,CUST5983,2,very bad,2024-01-24
REV24388,PROD100,CUST2953,4,very good,2023-05-03
REV24389,PROD113,CUST1548,2,average,2023-06-05
REV24390,PROD101,CUST1174,1,bad,2024-05-29
REV24391,PROD102,CUST1997,2,bad,2023-12-22
REV24392,PROD110,CUST2644,5,very good,2023-11-01
REV24393,PROD101,CUST3912,4,bad,2023-01-26
REV24394,PROD107,CUST4007,5,good,2024-01-31
REV24395,PROD102,CUST2938,1,very bad,2024-04-26
REV24396,PROD110,CUST2971,5,good,2023-10-25
REV24397,PROD107,CUST5977,3,very bad,2023-12-01
REV24398,PROD107,CUST2880,5,very good,2024-07-05
REV24399,PROD114,CUST2164,4,very bad,2025-05-22
REV24400,PROD112,CUST1101,3,good,2025-06-03
REV24401,PROD108,CUST1952,4,bad,2023-08-06
REV24402,PROD100,CUST3305,3,bad,2023-04-30
REV24403,PROD110,CUST3768,3,very bad,2023-12-27
REV24404,PROD102,CUST5135,2,very good,2024-09-16
REV24405,PROD101,CUST2541,4,bad,2025-06-09
REV24406,PROD113,CUST3445,2,very bad,2023-03-23
REV24407,PROD106,CUST5586,2,bad,2024-06-22
REV24408,PROD103,CUST1000,5,average,2023-03-12
REV24409,PROD103,CUST4697,4,very bad,2022-09-23
REV24410,PROD100,CUST5417,3,very good,2024-10-03
REV24411,PROD108,CUST5896,4,bad,2024-05-12
REV24412,PROD100,CUST1943,4,bad,2023-03-04
REV24413,PROD113,CUST5354,5,bad,2025-03-11
REV24414,PROD104,CUST5324,3,good,2025-05-18
REV24415,PROD103,CUST1640,5,good,2023-08-09
REV24416,PROD100,CUST2527,3,average,2022-10-20
REV24417,PROD106,CUST3748,1,good,2023-12-28
REV24418,PROD100,CUST1005,1,very good,2025-06-08
REV24419,PROD113,CUST1244,2,very good,2023-10-22
REV24420,PROD113,CUST2064,2,good,2022-11-21
REV24421,PROD104,CUST1272,3,very bad,2024-08-01
REV24422,PROD103,CUST3418,2,good,2023-05-23
REV24423,PROD106,CUST4540,1,very good,2023-07-08
REV24424,PROD104,CUST2605,4,very good,2025-04-20
REV24425,PROD101,CUST3323,4,very good,2024-02-14
REV24426,PROD113,CUST4185,3,very good,2025-06-04
REV24427,PROD104,CUST5963,1,bad,2025-02-12
REV24428,PROD109,CUST2419,5,very good,2023-02-01
REV24429,PROD108,CUST3076,3,bad,2023-01-25
REV24430,PROD110,CUST3056,5,very bad,2024-07-01
REV24431,PROD107,CUST2014,5,good,2023-05-29
REV24432,PROD111,CUST4513,1,very good,2023-04-08
REV24433,PROD113,CUST4458,3,good,2022-11-24
REV24434,PROD109,CUST1276,2,very good,2024-01-20
REV24435,PROD108,CUST1288,4,average,2024-03-04
REV24436,PROD105,CUST2764,5,bad,2022-10-04
REV24437,PROD101,CUST3693,5,good,2022-12-16
REV24438,PROD113,CUST4569,1,very good,2024-08-27
REV24439,PROD106,CUST2256,4,very good,2023-07-23
REV24440,PROD104,CUST5269,3,good,2023-12-23
REV24441,PROD107,CUST2781,3,good,2024-02-02
REV24442,PROD105,CUST1294,1,very bad,2025-02-03
REV24443,PROD111,CUST4741,5,very bad,2023-06-30
REV24444,PROD108,CUST4003,5,good,2023-12-09
REV24445,PROD107,CUST4456,3,very bad,2024-05-06
REV24446,PROD113,CUST5819,1,average,2025-01-25
REV24447,PROD101,CUST1000,5,very good,2023-03-09
REV24448,PROD101,CUST5493,5,average,2024-10-29
REV24449,PROD112,CUST4989,5,average,2024-09-13
REV24450,PROD110,CUST3327,2,very good,2025-02-10
REV24451,PROD107,CUST3071,3,very good,2025-07-02
REV24452,PROD112,CUST4624,5,bad,2025-08-22
REV24453,PROD102,CUST5684,5,very good,2023-06-29
REV24454,PROD105,CUST5554,1,very bad,2023-03-31
REV24455,PROD106,CUST5798,2,good,2023-10-13
REV24456,PROD101,CUST3077,5,very bad,2022-08-27
REV24457,PROD114,CUST1122,5,very good,2024-07-11
REV24458,PROD111,CUST5058,2,good,2024-08-12
REV24459,PROD110,CUST4764,3,good,2023-02-18
REV24460,PROD112,CUST4479,4,good,2025-08-14
REV24461,PROD105,CUST5385,1,average,2024-06-13
REV24462,PROD114,CUST2560,4,good,2023-08-02
REV24463,PROD106,CUST3602,4,average,2022-09-08
REV24464,PROD109,CUST1600,5,very bad,2024-01-24
REV24465,PROD102,CUST4913,3,bad,2023-09-12
REV24466,PROD108,CUST1103,3,very good,2025-03-16
REV24467,PROD108,CUST5737,5,average,2024-05-11
REV24468,PROD101,CUST2488,1,good,2024-02-24
REV24469,PROD109,CUST1571,1,average,2024-12-14
REV24470,PROD108,CUST1455,3,good,2025-04-13
REV24471,PROD103,CUST3838,4,good,2024-10-28
REV24472,PROD103,CUST1451,3,very good,2023-11-22
REV24473,PROD103,CUST3105,3,very good,2024-10-10
REV24474,PROD100,CUST3366,2,very bad,2024-01-04
REV24475,PROD101,CUST4505,5,very bad,2024-10-25
REV24476,PROD110,CUST1862,5,very good,2023-06-11
REV24477,PROD103,CUST5798,3,average,2025-07-24
REV24478,PROD104,CUST1772,5,very bad,2023-09-11
REV24479,PROD101,CUST2857,5,average,2023-05-21
REV24480,PROD102,CUST3003,5,good,2024-12-09
REV24481,PROD102,CUST3030,3,average,2023-12-28
REV24482,PROD114,CUST1837,4,bad,2025-01-24
REV24483,PROD106,CUST3352,2,average,2024-12-21
REV24484,PROD103,CUST1035,1,very bad,2025-02-08
REV24485,PROD105,CUST4103,1,bad,2024-04-15
REV24486,PROD101,CUST4311,1,very bad,2024-04-03
REV24487,PROD104,CUST4563,2,average,2024-06-20
REV24488,PROD103,CUST3897,1,very bad,2023-09-22
REV24489,PROD108,CUST2357,5,good,2023-06-10
REV24490,PROD107,CUST4181,5,very bad,2023-07-16
REV24491,PROD112,CUST3170,1,very bad,2024-07-06
REV24492,PROD111,CUST1227,3,good,2023-10-21
REV24493,PROD101,CUST2923,3,good,2025-06-19
REV24494,PROD109,CUST1530,5,average,2024-08-11
REV24495,PROD109,CUST2838,3,very good,2024-07-25
REV24496,PROD112,CUST3609,4,very good,2025-05-13
REV24497,PROD107,CUST1521,1,very good,2024-01-06
REV24498,PROD110,CUST2543,2,very bad,2025-05-31
REV24499,PROD104,CUST3759,2,very bad,2025-03-12
REV24500,PROD112,CUST2225,4,good,2023-01-10
REV24501,PROD108,CUST4351,5,very bad,2023-11-13
REV24502,PROD103,CUST1172,1,good,2024-05-06
REV24503,PROD110,CUST2450,5,average,2025-03-03
REV24504,PROD105,CUST1543,5,bad,2024-02-23
REV24505,PROD112,CUST2932,4,very good,2023-03-23
REV24506,PROD110,CUST5368,1,bad,2023-02-15
REV24507,PROD105,CUST3347,3,very good,2022-09-21
REV24508,PROD108,CUST4802,3,very bad,2022-09-27
REV24509,PROD105,CUST2157,5,good,2025-03-31
REV24510,PROD107,CUST4669,4,average,2024-04-19
REV24511,PROD105,CUST2225,4,bad,2024-08-20
REV24512,PROD107,CUST1940,3,bad,2023-11-10
REV24513,PROD104,CUST5430,2,very bad,2024-02-29
REV24514,PROD100,CUST5165,5,very bad,2024-04-09
REV24515,PROD112,CUST5140,4,bad,2024-01-29
REV24516,PROD103,CUST2191,2,very bad,2025-03-20
REV24517,PROD105,CUST2792,1,very bad,2023-05-18
REV24518,PROD110,CUST4141,5,very bad,2023-12-01
REV24519,PROD112,CUST5042,3,very bad,2023-11-05
REV24520,PROD113,CUST3329,1,average,2023-10-01
REV24521,PROD111,CUST3867,1,good,2024-04-26
REV24522,PROD111,CUST1231,4,very bad,2022-10-24
REV24523,PROD103,CUST3572,2,bad,2023-01-06
REV24524,PROD108,CUST2442,5,very bad,2025-02-13
REV24525,PROD104,CUST5160,2,bad,2024-09-03
REV24526,PROD101,CUST2716,4,very bad,2023-06-06
REV24527,PROD101,CUST1753,3,average,2024-09-04
REV24528,PROD112,CUST5103,1,very bad,2023-11-06
REV24529,PROD101,CUST2797,2,very good,2025-03-24
REV24530,PROD112,CUST1141,5,bad,2023-06-22
REV24531,PROD109,CUST5877,5,very good,2025-03-24
REV24532,PROD112,CUST5907,1,bad,2024-02-05
REV24533,PROD103,CUST2020,3,bad,2025-07-08
REV24534,PROD102,CUST3617,5,very bad,2022-12-02
REV24535,PROD114,CUST2805,3,average,2025-07-08
REV24536,PROD104,CUST4324,2,average,2025-02-09
REV24537,PROD108,CUST3238,1,very bad,2023-05-01
REV24538,PROD109,CUST3109,3,very bad,2025-02-24
REV24539,PROD103,CUST1895,4,average,2023-03-30
REV24540,PROD110,CUST3333,2,average,2024-03-04
REV24541,PROD111,CUST4373,2,good,2023-04-26
REV24542,PROD105,CUST1272,4,very bad,2023-08-14
REV24543,PROD101,CUST4385,5,very bad,2024-04-24
REV24544,PROD108,CUST2730,3,very bad,2024-04-03
REV24545,PROD113,CUST5028,1,very good,2025-03-05
REV24546,PROD108,CUST3048,3,very bad,2025-03-21
REV24547,PROD112,CUST1512,2,bad,2023-12-17
REV24548,PROD111,CUST3344,5,average,2024-08-04
REV24549,PROD100,CUST3556,4,very bad,2024-10-09
REV24550,PROD114,CUST5611,5,very good,2023-12-30
REV24551,PROD102,CUST5726,2,good,2023-07-26
REV24552,PROD112,CUST2561,2,very good,2024-11-13
REV24553,PROD104,CUST2548,5,good,2025-08-21
REV24554,PROD108,CUST3679,3,bad,2022-11-05
REV24555,PROD112,CUST5075,2,average,2022-12-04
REV24556,PROD113,CUST5641,1,very good,2024-09-06
REV24557,PROD100,CUST5498,3,very bad,2024-03-15
REV24558,PROD105,CUST1879,3,good,2025-04-24
REV24559,PROD107,CUST2034,5,very bad,2023-12-08
REV24560,PROD114,CUST4366,3,very good,2025-08-03
REV24561,PROD110,CUST2022,5,very bad,2024-09-14
REV24562,PROD104,CUST2741,1,bad,2023-08-25
REV24563,PROD106,CUST1615,3,bad,2023-01-08
REV24564,PROD102,CUST5535,4,very bad,2024-05-24
REV24565,PROD109,CUST4397,5,very good,2024-02-16
REV24566,PROD114,CUST3948,4,bad,2024-03-21
REV24567,PROD102,CUST5844,2,bad,2024-09-23
REV24568,PROD112,CUST5502,5,good,2023-01-23
REV24569,PROD107,CUST3960,4,average,2023-07-07
REV24570,PROD113,CUST3573,1,bad,2023-04-01
REV24571,PROD100,CUST2922,3,bad,2024-06-29
REV24572,PROD107,CUST1554,5,average,2024-01-15
REV24573,PROD110,CUST4986,3,good,2024-01-04
REV24574,PROD110,CUST3412,1,very good,2025-06-18
REV24575,PROD111,CUST1929,2,very bad,2025-08-14
REV24576,PROD101,CUST2354,1,average,2025-01-13
REV24577,PROD108,CUST4402,2,very good,2023-09-30
REV24578,PROD107,CUST1320,5,very bad,2023-03-22
REV24579,PROD109,CUST2572,1,average,2024-06-12
REV24580,PROD105,CUST4309,3,very good,2023-07-27
REV24581,PROD113,CUST2728,2,very good,2024-01-17
REV24582,PROD104,CUST3932,1,very good,2023-05-31
REV24583,PROD110,CUST1873,3,average,2023-07-24
REV24584,PROD112,CUST2583,3,average,2025-02-27
REV24585,PROD113,CUST2731,3,very bad,2025-08-10
REV24586,PROD110,CUST4963,2,good,2025-02-16
REV24587,PROD100,CUST3267,2,good,2023-03-31
REV24588,PROD111,CUST2232,3,very good,2023-01-26
REV24589,PROD111,CUST1099,2,very good,2024-06-06
REV24590,PROD113,CUST4008,1,good,2025-03-18
REV24591,PROD106,CUST2883,4,very good,2023-09-30
REV24592,PROD101,CUST2352,4,very bad,2023-07-23
REV24593,PROD113,CUST2353,2,very bad,2024-02-27
REV24594,PROD114,CUST1673,2,very good,2025-03-09
REV24595,PROD113,CUST2013,1,average,2025-08-14
REV24596,PROD105,CUST3902,3,very good,2023-09-04
REV24597,PROD113,CUST2674,5,bad,2023-09-06
REV24598,PROD109,CUST1850,4,average,2025-04-16
REV24599,PROD105,CUST2841,1,very bad,2023-09-22
REV24600,PROD110,CUST3595,3,very bad,2023-04-15
REV24601,PROD105,CUST5078,3,very bad,2023-01-12
REV24602,PROD103,CUST2828,3,bad,2025-02-08
REV24603,PROD104,CUST2489,4,very good,2024-02-18
REV24604,PROD113,CUST3204,4,good,2024-04-23
REV24605,PROD100,CUST1441,3,very bad,2022-09-03
REV24606,PROD109,CUST4739,5,very good,2025-01-11
REV24607,PROD111,CUST4341,1,very good,2022-11-04
REV24608,PROD110,CUST2256,3,very bad,2023-04-12
REV24609,PROD109,CUST4950,4,very bad,2023-07-27
REV24610,PROD101,CUST3012,2,bad,2023-04-15
REV24611,PROD110,CUST2289,2,very good,2024-01-17
REV24612,PROD113,CUST2723,5,very bad,2025-03-24
REV24613,PROD107,CUST3887,1,bad,2024-12-05
REV24614,PROD101,CUST1188,5,good,2024-02-10
REV24615,PROD110,CUST5188,3,bad,2024-02-29
REV24616,PROD110,CUST5033,1,bad,2025-08-20
REV24617,PROD114,CUST1305,2,very good,2023-01-07
REV24618,PROD114,CUST2203,1,good,2024-07-03
REV24619,PROD109,CUST4742,3,very bad,2025-03-25
REV24620,PROD106,CUST3666,2,good,2024-01-09
REV24621,PROD114,CUST4018,4,very good,2023-12-16
REV24622,PROD100,CUST1372,4,very bad,2023-11-22
REV24623,PROD112,CUST3118,5,bad,2024-07-07
REV24624,PROD100,CUST3686,4,good,2025-05-17
REV24625,PROD112,CUST1900,5,good,2023-06-06
REV24626,PROD114,CUST3661,3,very good,2023-02-25
REV24627,PROD112,CUST2778,1,average,2025-01-28
REV24628,PROD104,CUST4950,5,very bad,2024-10-10
REV24629,PROD112,CUST2879,2,good,2024-09-14
REV24630,PROD113,CUST5703,2,bad,2023-11-25
REV24631,PROD110,CUST4086,4,very good,2023-12-01
REV24632,PROD113,CUST2118,4,average,2024-09-26
REV24633,PROD106,CUST4925,1,very bad,2024-12-30
REV24634,PROD100,CUST4980,3,very bad,2024-12-28
REV24635,PROD101,CUST4552,2,good,2022-10-14
REV24636,PROD112,CUST5213,5,average,2025-06-25
REV24637,PROD111,CUST1974,1,very good,2024-06-02
REV24638,PROD110,CUST2054,1,average,2024-05-30
REV24639,PROD100,CUST3759,3,average,2023-08-12
REV24640,PROD109,CUST1920,2,very good,2024-10-22
REV24641,PROD105,CUST3102,2,bad,2024-11-22
REV24642,PROD114,CUST3989,5,very bad,2023-05-03
REV24643,PROD105,CUST1975,2,average,2023-06-26
REV24644,PROD105,CUST4529,3,good,2025-01-17
REV24645,PROD102,CUST4224,1,very good,2024-11-03
REV24646,PROD107,CUST1551,3,very good,2025-03-26
REV24647,PROD105,CUST2237,2,average,2023-12-21
REV24648,PROD114,CUST4863,5,very bad,2025-04-30
REV24649,PROD107,CUST1861,2,good,2024-12-01
REV24650,PROD102,CUST3605,2,bad,2023-08-15
REV24651,PROD110,CUST5320,5,good,2023-06-19
REV24652,PROD112,CUST3861,3,average,2024-08-08
REV24653,PROD109,CUST2597,1,good,2023-07-29
REV24654,PROD108,CUST2468,3,good,2024-05-15
REV24655,PROD102,CUST3903,1,very bad,2025-08-23
REV24656,PROD100,CUST4761,4,very bad,2023-06-12
